id_anotacion,id_candidato,t_inicio,t_fin,categoria,notas,n_lecturas,monotonicity,r2_lineal,zcr,sim_alimentacion,sim_servido,d1_mean,d1_std,d1_max,d1_min,d1_energy,d1_rms,d2_mean,d2_std,d2_max,d2_min,d2_energy,d2_rms,d3_mean,d3_std,d3_max,d3_min,d3_energy,d3_rms,d1_n_sign_changes,d2_n_sign_changes,d1_frac_pos,d1_frac_neg,curvature_mean,curvature_max,curvature_min,curvature_std,curvature_integral,arc_length,arc_length_per_min,arc_vs_displacement,arc_per_n,tortuosity,straightness,energy_signal,energy_d1,energy_d2,rms_signal,rms_d1,energy_ratio_d1_signal,entropy_shannon,entropy_permutation,entropy_sample,fractal_higuchi,fractal_katz,lempel_ziv,freq_dominant_hz,freq_centroid_hz,power_ratio_low,autocorr_lag1,autocorr_lag3,autocorr_lag5,spectral_entropy,stat_median,stat_mad,stat_iqr,stat_skewness,stat_kurtosis,stat_trimmed_mean,stat_cv,n_maxima,n_minima,n_plateaus,peak_prominence_mean,peak_width_mean,peak_density,peak_height_max,valley_depth_min,tpl_ramp_down,tpl_exp_decay,tpl_alim_lenta,tpl_alim_escalonada,tpl_ramp_up,tpl_exp_rise,tpl_sigmoide,tpl_serv_brusco,tpl_plateau,tpl_triangular,tpl_parabola_down,tpl_doble_rampa,time_to_max_s,time_to_min_s,time_to_25pct_s,time_to_50pct_s,time_to_75pct_s,rise_time_s,fall_time_s,settling_time_s,overshoot_g,undershoot_g,initial_slope_g_min,final_slope_g_min,idx_arc_per_delta,idx_energy_per_min,idx_complexity,idx_linearity,idx_template_max,idx_shape_noise
325,346,2026-06-15 20:05:00+00:00,2026-06-15 20:17:00+00:00,alimentacion,,25,0.0417,0.1884,0.75,-0.0135,0.0135,-0.0111,0.2244,0.4333,-0.5333,1.2111,0.2246,0.0,0.0127,0.0178,-0.0278,0.0037,0.0127,-0.0,0.0008,0.0015,-0.0015,0.0,0.0008,18,19,0.2917,0.25,0.002554,0.006365,0.0,0.001906,1.899,737.362,61.447,92.17,29.494,1.0241,0.9765,315179.0,1.2111,0.0037,112.282,0.2246,4e-06,2.5788,0.7464,2.0794,0.6897,0.645,2.0433,0.001333,0.004208,0.7996,0.5823,0.418,0.0863,2.183,111.0,3.0,4.0,0.1239,-0.3639,111.857,0.0657,3,3,0,12.333,0.695,0.25,127.0,111.0,-0.0135,-0.1841,-0.1468,0.0088,0.0135,0.1841,-0.0273,0.2812,0.0,-0.5513,-0.519,0.224,300.0,600.0,0.0,0.0,690.0,690.0,690.0,690.0,17.0,10.0,1.2,1.2,92.1702,0.1009,1.4342,0.0079,0.5513,1.4093
326,348,2026-06-16 02:37:00+00:00,2026-06-16 02:51:00+00:00,ruido,,29,-0.0357,0.6157,0.3214,0.9463,-0.9463,-0.0179,0.0843,0.1,-0.3667,0.2078,0.0861,0.0,0.0044,0.0144,-0.0122,0.0005,0.0044,0.0,0.0003,0.0009,-0.0006,0.0,0.0003,9,10,0.0714,0.1071,0.000831,0.003493,0.0,0.001204,0.7227,843.042,60.217,56.203,29.07,1.0035,0.9966,331100.0,0.2078,0.0005,106.851,0.0861,1e-06,2.0005,0.3816,0.1905,0.4813,0.8683,1.8427,0.001149,0.004016,0.9221,0.7409,0.2774,0.4083,2.8161,105.0,0.0,2.0,1.6281,1.4517,106.16,0.0417,1,1,2,5.0,1.095,0.071,112.0,107.0,0.9463,0.9853,0.9824,0.9363,-0.9463,-0.9853,-0.9168,-0.9855,0.0,0.8628,0.8974,0.8244,0.0,690.0,180.0,120.0,90.0,240.0,240.0,690.0,0.0,15.0,-5.8,-0.0,56.2028,0.0148,0.0917,0.022,0.9855,0.8869
327,350,2026-06-16 08:17:00+00:00,2026-06-16 08:25:00+00:00,alimentacion,,17,-0.3125,0.908,0.625,0.9867,-0.9867,-0.05,0.0905,0.1,-0.2333,0.1711,0.1034,0.0,0.0052,0.0111,-0.0078,0.0004,0.0052,0.0,0.0003,0.0006,-0.0006,0.0,0.0003,10,11,0.0625,0.375,0.001363,0.002778,0.0,0.000774,0.6283,482.541,60.318,20.106,28.385,1.004,0.996,165726.0,0.1711,0.0004,98.735,0.1034,1e-06,2.2569,0.7993,1.0986,0.3855,0.927,2.164,0.001961,0.004508,0.8814,0.7947,0.4003,0.2043,2.1818,100.0,7.0,9.0,0.4834,-0.6583,98.267,0.0733,1,0,0,3.0,0.5,0.125,96.0,88.0,0.9867,0.9868,0.9879,0.9793,-0.9867,-0.9868,-0.9717,-0.9596,0.0,0.7734,0.8125,0.9154,0.0,450.0,60.0,150.0,270.0,390.0,390.0,450.0,0.0,24.0,-3.0,-5.0,20.1059,0.0214,0.4235,0.2838,0.9879,0.8342
328,352,2026-06-16 14:56:00+00:00,2026-06-16 14:58:00+00:00,servido,,5,0.25,0.75,0.5,-0.9037,0.9037,0.475,0.8227,1.9,0.0,3.61,0.95,0.0,0.0517,0.0633,-0.0633,0.008,0.0517,-0.0011,0.0032,0.0021,-0.0042,0.0,0.0033,2,2,0.25,0.0,0.011913,0.031667,0.0,0.011105,1.312,154.413,77.206,2.709,30.883,1.1623,0.8604,56738.0,3.61,0.008,106.525,0.95,6.4e-05,0.971,-0.0,0.0,1.0,1.0,1.8575,0.006667,0.007515,0.8727,0.4583,-1.0,0.0,0.55,80.0,0.0,57.0,0.4082,-1.8333,99.0,0.2716,0,0,0,0.0,0.0,0.0,137.0,80.0,-0.9037,-0.8113,-0.8345,-0.9037,0.9037,0.8113,0.9263,0.7071,0.0,-0.2887,-0.3638,-0.9449,90.0,0.0,0.0,0.0,90.0,90.0,90.0,90.0,0.0,0.0,-0.0,-0.0,2.709,1.805,0.0,0.1875,0.9449,1.8575
329,354,2026-06-16 16:54:00+00:00,2026-06-16 17:02:00+00:00,alimentacion,,17,-0.0625,0.5893,0.6875,0.8366,-0.8366,-0.0458,0.2958,0.8,-0.4333,1.4333,0.2993,0.0004,0.017,0.0411,-0.0378,0.0043,0.017,0.0,0.0011,0.002,-0.0026,0.0,0.0011,11,10,0.375,0.4375,0.003335,0.006931,0.0,0.002174,1.6202,499.964,62.495,22.726,29.41,1.0405,0.9611,287999.0,1.4333,0.0043,130.158,0.2993,5e-06,2.9842,0.9567,21.4164,0.7221,0.6775,2.164,0.003922,0.004781,0.8228,0.6512,0.1763,-0.1852,1.9162,134.0,6.0,17.0,-0.3661,-1.2373,129.933,0.0836,2,3,0,15.0,1.004,0.25,145.0,111.0,0.8366,0.7544,0.769,0.8454,-0.8366,-0.7544,-0.8383,-0.6846,0.0,0.4091,0.4438,0.8666,270.0,450.0,210.0,150.0,240.0,180.0,180.0,480.0,7.0,27.0,2.0,2.0,22.7256,0.1792,15.4648,0.0368,0.8666,1.5626
330,356,2026-06-16 18:25:00+00:00,2026-06-16 18:29:00+00:00,ruido,,9,0.0,0.0037,0.5,0.5755,-0.5755,-0.0042,0.0588,0.1,-0.1333,0.0278,0.0589,0.0,0.003,0.0044,-0.0044,0.0001,0.003,0.0,0.0002,0.0003,-0.0002,0.0,0.0002,4,3,0.125,0.125,0.000984,0.002222,0.0,0.000837,0.2324,240.415,60.104,240.415,26.713,1.0017,0.9983,135197.0,0.0278,0.0001,122.564,0.0589,0.0,1.4355,0.4444,1.0986,1.0,0.797,2.1133,0.007407,0.006624,0.8335,0.2828,-0.4055,-0.122,1.5259,123.0,0.0,0.0,-1.038,-0.4466,122.714,0.0116,0,1,1,0.0,0.0,0.0,124.0,120.0,0.5755,0.697,0.678,0.604,-0.5755,-0.697,-0.5116,-0.7937,0.0,0.7435,0.786,0.3325,0.0,60.0,0.0,0.0,120.0,120.0,120.0,120.0,0.0,4.0,-0.0,-0.0,240.415,0.0069,1.0986,0.0,0.7937,2.1133
333,362,2026-06-17 15:33:00+00:00,2026-06-17 15:44:00+00:00,ruido,,23,0.0455,0.3409,0.0909,-0.9074,0.9074,0.0121,0.0555,0.2667,0.0,0.0711,0.0569,0.0,0.0027,0.0089,-0.0089,0.0002,0.0027,0.0,0.0002,0.0003,-0.0006,0.0,0.0002,2,3,0.0455,0.0,0.000381,0.002222,0.0,0.000831,0.2632,661.048,60.095,82.631,28.741,1.0015,0.9985,331127.0,0.0711,0.0002,119.987,0.0569,0.0,0.5586,-0.0,0.1243,0.3274,1.0,1.7701,0.001449,0.004366,0.9053,0.6902,-0.0225,-0.0417,2.6179,121.0,0.0,0.0,-2.1947,2.8167,120.579,0.0225,0,0,1,0.0,0.0,0.0,121.0,113.0,-0.9074,-0.9696,-0.9633,-0.9092,0.9074,0.9696,0.8698,0.987,0.0,-0.884,-0.9225,-0.762,90.0,0.0,0.0,0.0,90.0,90.0,90.0,90.0,0.0,0.0,4.8,0.0,82.631,0.0065,0.0407,0.0155,0.987,0.5795
334,364,2026-06-17 20:11:00+00:00,2026-06-17 20:21:00+00:00,alimentacion,,21,-0.15,0.8701,0.7,0.9525,-0.9525,-0.0367,0.1394,0.2,-0.4,0.4156,0.1441,0.0,0.0083,0.0133,-0.0189,0.0013,0.0083,0.0,0.0005,0.0011,-0.0009,0.0,0.0005,14,16,0.2,0.35,0.001507,0.005,0.0,0.001389,0.8746,606.094,60.609,27.55,28.862,1.0095,0.9906,204674.0,0.4156,0.0013,98.724,0.1441,2e-06,2.72,0.8875,1.6094,0.5936,0.7722,2.0916,0.001587,0.003438,0.8789,0.8179,0.7156,0.4399,1.7183,100.0,7.0,14.0,-0.1374,-1.4541,98.706,0.0836,1,2,0,3.0,0.5,0.1,105.0,88.0,0.9525,0.8853,0.8932,0.9378,-0.9525,-0.8853,-0.9689,-0.8247,0.0,0.5811,0.6167,0.9635,90.0,570.0,180.0,540.0,450.0,300.0,300.0,570.0,2.0,22.0,1.2,-3.6,27.5497,0.0416,0.9553,0.1305,0.9689,1.2416
335,366,2026-06-18 05:49:00+00:00,2026-06-18 06:06:00+00:00,ruido,,35,0.0588,0.3851,0.4706,0.1065,-0.1065,-0.001,0.1139,0.2,-0.4333,0.4411,0.1139,-0.0001,0.0061,0.0144,-0.0189,0.0012,0.0061,-0.0,0.0004,0.0011,-0.001,0.0,0.0004,16,19,0.2059,0.1471,0.00105,0.004444,0.0,0.00121,1.0868,1026.468,60.38,1026.468,29.328,1.0063,0.9937,514713.0,0.4411,0.0012,121.269,0.1139,1e-06,2.6699,0.5588,0.2719,0.6167,0.6862,1.9052,0.000952,0.002893,0.9139,0.7779,0.4982,0.3781,2.2604,119.0,2.0,4.5,0.6685,-0.5761,120.931,0.0401,3,2,2,7.0,1.056,0.176,132.0,114.0,0.1065,0.0188,-0.0078,0.1112,-0.1065,-0.0188,-0.1687,0.0359,0.0,0.013,-0.0758,0.2038,150.0,420.0,0.0,0.0,660.0,660.0,660.0,660.0,12.0,6.0,2.786,-0.0,1026.468,0.0259,0.1677,0.0226,0.2038,1.1749
336,368,2026-06-18 15:26:00+00:00,2026-06-18 15:41:00+00:00,ruido,,31,-0.1,0.594,0.2667,0.9406,-0.9406,-0.0133,0.0444,0.0667,-0.1667,0.0644,0.0463,0.0,0.0021,0.0056,-0.0056,0.0001,0.0021,0.0,0.0001,0.0004,-0.0002,0.0,0.0001,8,10,0.0333,0.1333,0.000527,0.002778,0.0,0.000672,0.4316,900.962,60.064,75.08,29.063,1.001,0.999,303025.0,0.0644,0.0001,98.869,0.0463,0.0,1.876,0.4437,0.1507,0.207,0.9626,1.7579,0.002151,0.003322,0.901,0.8093,0.478,0.0876,2.6034,98.0,0.0,0.0,1.6806,2.3129,98.24,0.0355,0,1,2,0.0,0.0,0.0,109.0,95.0,0.9406,0.9861,0.9843,0.9313,-0.9406,-0.9861,-0.9066,-0.9915,0.0,0.8635,0.907,0.8052,0.0,720.0,60.0,60.0,150.0,180.0,180.0,870.0,0.0,14.0,-3.429,0.914,75.0802,0.0043,0.0312,0.0594,0.9915,0.3639
337,370,2026-06-18 16:30:00+00:00,2026-06-18 16:42:00+00:00,ruido,,25,0.0417,0.3785,0.2083,-0.2006,0.2006,0.0014,0.0548,0.1667,-0.2,0.0722,0.0549,0.0,0.0032,0.0122,-0.0067,0.0002,0.0032,-0.0,0.0002,0.0006,-0.0006,0.0,0.0002,5,7,0.0833,0.0417,0.000355,0.003054,0.0,0.0007,0.2664,721.075,60.09,721.075,28.843,1.0015,0.9985,358857.0,0.0722,0.0002,119.809,0.0549,0.0,1.6027,0.1985,0.2651,0.8184,0.8063,2.0433,0.001333,0.005387,0.7201,0.4234,0.3304,0.25,2.6976,120.0,1.0,2.0,-2.162,6.236,120.0,0.0125,0,1,2,0.0,0.0,0.0,121.0,114.0,-0.2006,-0.0619,-0.0664,-0.2223,0.2006,0.0619,0.2675,-0.0212,0.0,0.1792,0.1743,-0.363,420.0,90.0,0.0,0.0,420.0,420.0,420.0,420.0,0.0,6.0,-1.6,-0.0,721.075,0.006,0.217,0.0158,0.363,1.6722
338,372,2026-06-18 23:13:00+00:00,2026-06-18 23:21:00+00:00,alimentacion,,17,-0.125,0.6811,0.625,0.5734,-0.5734,-0.0208,0.1013,0.2,-0.2,0.1711,0.1034,-0.0,0.0056,0.0089,-0.01,0.0005,0.0056,-0.0,0.0004,0.0005,-0.0006,0.0,0.0004,10,11,0.125,0.25,0.001169,0.003333,0.0,0.000836,0.5464,482.547,60.318,48.255,28.385,1.0051,0.9949,245165.0,0.1711,0.0005,120.089,0.1034,1e-06,2.1334,0.6756,1.0986,0.3359,0.7206,2.164,0.001961,0.00301,0.9375,0.8561,0.4978,0.0582,1.0252,121.0,6.0,10.0,-0.3132,-1.2255,120.067,0.0497,1,1,2,6.0,2.55,0.125,127.0,118.0,0.5734,0.3893,0.4143,0.5823,-0.5734,-0.3893,-0.6333,-0.2418,0.0,-0.0518,-0.0313,0.7617,60.0,390.0,270.0,330.0,390.0,390.0,390.0,390.0,6.0,10.0,6.0,-0.0,48.2547,0.0214,0.369,0.0851,0.7617,0.7269
339,374,2026-06-19 10:17:00+00:00,2026-06-19 10:26:00+00:00,alimentacion,,19,-0.2778,0.9201,0.7778,0.9657,-0.9657,-0.0315,0.0828,0.1333,-0.1667,0.1411,0.0885,0.0,0.0047,0.01,-0.0089,0.0004,0.0047,0.0,0.0003,0.0005,-0.0005,0.0,0.0003,14,13,0.1111,0.3889,0.001166,0.003035,0.0,0.000879,0.598,542.107,60.234,31.889,28.532,1.0034,0.9966,166000.0,0.1411,0.0004,93.471,0.0885,1e-06,2.669,0.7821,1.0986,0.5113,0.8161,2.0122,0.001754,0.003495,0.9135,0.8569,0.596,0.3157,1.769,94.0,6.0,12.0,-0.1152,-1.2149,93.235,0.0668,2,0,0,4.0,0.75,0.222,104.0,83.0,0.9657,0.9005,0.9075,0.9695,-0.9657,-0.9005,-0.976,-0.8362,0.0,0.5969,0.6242,0.9727,60.0,510.0,210.0,270.0,390.0,360.0,360.0,510.0,4.0,17.0,4.0,-4.0,31.8886,0.0157,0.5617,0.2556,0.976,1.0288
340,376,2026-06-19 14:53:00+00:00,2026-06-19 14:55:00+00:00,servido,,5,0.25,0.75,0.5,-0.9037,0.9037,0.3417,0.5918,1.3667,0.0,1.8678,0.6833,0.0,0.0372,0.0456,-0.0456,0.0042,0.0372,-0.0008,0.0023,0.0015,-0.003,0.0,0.0024,2,2,0.25,0.0,0.009397,0.022778,0.0,0.007605,1.0679,140.804,70.402,3.434,28.161,1.1103,0.9006,51419.0,1.8678,0.0042,101.409,0.6833,3.6e-05,0.971,-0.0,0.0,1.0,1.0,1.8575,0.006667,0.007515,0.8727,0.4583,-1.0,0.0,0.55,83.0,0.0,41.0,0.4082,-1.8333,96.667,0.2021,0,0,0,0.0,0.0,0.0,124.0,83.0,-0.9037,-0.8113,-0.8345,-0.9037,0.9037,0.8113,0.9263,0.7071,0.0,-0.2887,-0.3638,-0.9449,90.0,0.0,0.0,0.0,90.0,90.0,90.0,90.0,0.0,0.0,-0.0,-0.0,3.4342,0.9339,0.0,0.1875,0.9449,1.8575
341,85,2026-04-24 09:28:00+00:00,2026-04-24 09:37:00+00:00,alimentacion,,19,-0.2222,0.8178,0.6667,0.9276,-0.9276,-0.0333,0.0889,0.1333,-0.2333,0.1622,0.0949,-0.0003,0.0044,0.0078,-0.0078,0.0003,0.0044,-0.0,0.0002,0.0004,-0.0004,0.0,0.0002,12,12,0.1667,0.3889,0.001507,0.003887,0.0,0.001052,0.8263,542.417,60.269,30.134,28.548,1.0039,0.9961,207645.0,0.1622,0.0003,104.54,0.0949,1e-06,2.5843,0.8187,2.0794,0.5608,0.8094,2.2358,0.001754,0.003903,0.8226,0.7998,0.5505,0.1451,1.93,106.0,4.0,10.0,-0.6935,-0.9001,104.647,0.0574,1,2,0,4.0,0.583,0.111,110.0,104.0,0.9276,0.8396,0.8562,0.9127,-0.9276,-0.8396,-0.9349,-0.7699,0.0,0.4605,0.5094,0.9651,90.0,540.0,180.0,390.0,420.0,420.0,420.0,540.0,2.0,18.0,-0.0,-4.0,30.1343,0.018,1.1661,0.1817,0.9651,1.2538
342,149,2026-05-05 08:57:00+00:00,2026-05-05 09:05:00+00:00,alimentacion,,17,-0.25,0.7725,0.625,0.8806,-0.8806,-0.0292,0.1348,0.3,-0.3333,0.3044,0.1379,-0.0002,0.0076,0.0111,-0.0211,0.0009,0.0076,-0.0,0.0005,0.0011,-0.001,0.0,0.0005,10,11,0.1875,0.4375,0.001849,0.005276,0.0,0.001381,0.8936,484.488,60.561,34.606,28.499,1.0089,0.9912,195572.0,0.3044,0.0009,107.258,0.1379,2e-06,2.851,0.8636,22.1096,0.6898,0.7043,2.164,0.001961,0.003688,0.8549,0.7837,0.6539,0.1555,1.3682,107.0,5.0,11.0,0.2102,-0.819,106.733,0.061,2,2,0,3.5,0.5,0.25,115.0,98.0,0.8806,0.7846,0.7962,0.8557,-0.8806,-0.7846,-0.9129,-0.6858,0.0,0.4471,0.4768,0.9388,90.0,390.0,240.0,270.0,360.0,270.0,270.0,480.0,9.0,14.0,-0.0,-0.0,34.6063,0.0381,15.2512,0.1931,0.9388,1.4927
343,190,2026-05-29 00:19:00+00:00,2026-05-29 00:26:00+00:00,ruido,,15,0.0,0.0254,0.2857,-0.5137,0.5137,0.0024,0.057,0.1667,-0.1333,0.0456,0.057,0.0,0.0028,0.0056,-0.0056,0.0001,0.0028,0.0,0.0002,0.0003,-0.0004,0.0,0.0002,4,6,0.0714,0.0714,0.000664,0.0025,0.0,0.000775,0.2987,420.679,60.097,420.679,28.045,1.0016,0.9984,300804.0,0.0456,0.0001,141.611,0.057,0.0,1.371,0.2991,0.4274,0.4698,0.8217,2.0837,0.004444,0.005049,0.8944,0.5555,-0.5559,-0.2697,1.991,141.0,0.0,0.0,1.304,0.0422,141.462,0.0123,1,0,1,4.0,1.45,0.143,145.0,140.0,-0.5137,-0.6327,-0.6182,-0.4881,0.5137,0.6327,0.4447,0.7203,0.0,-0.6748,-0.7253,-0.2908,90.0,0.0,0.0,0.0,180.0,180.0,180.0,180.0,4.0,0.0,0.0,-0.0,420.679,0.0065,0.2008,0.0,0.7253,0.9789
344,222,2026-06-01 15:45:00+00:00,2026-06-01 15:56:00+00:00,ruido,,23,0.0,0.017,0.1818,-0.6992,0.6992,0.003,0.0512,0.2,-0.1333,0.0578,0.0512,0.0,0.0025,0.0067,-0.0067,0.0001,0.0025,-0.0,0.0001,0.0003,-0.0004,0.0,0.0001,4,3,0.0455,0.0455,0.000552,0.003333,0.0,0.001029,0.3306,660.86,60.078,330.43,28.733,1.0013,0.9987,354680.0,0.0578,0.0001,124.181,0.0512,0.0,0.8405,0.2124,0.1252,0.9469,0.8599,1.7701,0.005797,0.006567,0.6892,0.2906,-0.2571,-0.0049,2.9605,124.0,0.0,0.0,1.7784,4.0464,124.0,0.0105,1,0,1,4.0,0.917,0.091,128.0,122.0,-0.6992,-0.7783,-0.7879,-0.6975,0.6992,0.7783,0.652,0.8021,0.0,-0.716,-0.7711,-0.5602,60.0,0.0,0.0,0.0,120.0,120.0,120.0,120.0,4.0,0.0,4.8,-0.0,330.43,0.0053,0.1186,0.0,0.8021,1.6761
345,254,2026-06-04 12:27:00+00:00,2026-06-04 12:44:00+00:00,ruido,,35,-0.0588,0.564,0.3529,0.4146,-0.4146,-0.0069,0.1506,0.5667,-0.6,0.7722,0.1507,0.0,0.0073,0.02,-0.0211,0.0017,0.0073,-0.0,0.0004,0.0013,-0.0013,0.0,0.0004,12,14,0.0882,0.1471,0.001591,0.009444,0.0,0.002231,1.5294,1030.825,60.637,147.261,29.452,1.0106,0.9895,471284.0,0.7722,0.0017,116.04,0.1507,2e-06,1.8438,0.5208,0.2313,0.3507,0.7517,1.7586,0.000952,0.001904,0.9621,0.9068,0.7206,0.5327,1.5983,109.0,2.0,17.0,0.6489,-1.3606,114.897,0.0814,2,1,2,11.0,3.215,0.118,133.0,125.0,0.4146,0.3007,0.2861,0.4292,-0.4146,-0.3007,-0.4847,-0.2135,0.0,0.1722,0.109,0.5314,60.0,420.0,0.0,0.0,600.0,600.0,600.0,600.0,17.0,9.0,3.929,-0.0,147.2607,0.0454,0.0811,0.0332,0.5314,0.6167
346,286,2026-06-06 23:58:00+00:00,2026-06-07 00:10:00+00:00,ruido,,25,0.0,0.0649,0.125,0.0429,-0.0429,0.0,1.0392,3.6,-3.6,25.92,1.0392,0.0,0.0613,0.24,-0.12,0.0864,0.0613,0.0,0.0038,0.012,-0.012,0.0003,0.0038,3,4,0.0417,0.0417,0.0048,0.06,0.0,0.013891,3.6,884.179,73.682,884178500.307,35.367,1.228,0.8143,279936.0,25.92,0.0864,105.818,1.0392,9.3e-05,0.2423,0.1985,0.2054,1.4663,0.8228,1.6718,0.005333,0.008667,0.5,-0.0451,-0.053,-0.0104,3.585,108.0,0.0,0.0,-4.6949,20.0417,108.0,0.2041,0,1,1,0.0,0.0,0.0,108.0,0.0,0.0429,0.0859,0.1,0.0,-0.0429,-0.0859,-0.0173,-0.0962,0.0,0.0882,0.1223,0.0,0.0,90.0,720.0,720.0,720.0,0.0,0.0,120.0,0.0,108.0,-21.6,-0.0,884.179,2.16,0.3012,0.0,0.1223,2.4514
347,302,2026-06-09 12:14:00+00:00,2026-06-09 12:16:00+00:00,servido,,5,0.5,0.7882,0.25,-0.9121,0.9121,0.225,0.3013,0.7333,0.0,0.5656,0.376,0.0019,0.0177,0.0244,-0.0189,0.001,0.0178,-0.0003,0.0011,0.0008,-0.0014,0.0,0.0012,1,2,0.5,0.0,0.004782,0.009064,0.0,0.003165,0.5813,127.616,63.808,4.727,25.523,1.0375,0.9638,59920.0,0.5656,0.001,109.471,0.376,9e-06,1.371,-0.0,0.0,1.0,1.0,1.8575,0.006667,0.007583,0.8625,0.4816,-0.9829,0.0,0.5776,99.0,0.0,22.0,0.46,-1.7212,106.333,0.1113,0,0,0,0.0,0.0,0.0,126.0,99.0,-0.9121,-0.8096,-0.8363,-0.9121,0.9121,0.8096,0.9291,0.7035,0.0,-0.2579,-0.325,-0.9592,120.0,0.0,0.0,90.0,90.0,90.0,90.0,120.0,0.0,0.0,-0.0,10.0,4.7265,0.2828,0.0,0.3941,0.9592,1.8575
348,318,2026-06-11 14:19:00+00:00,2026-06-11 14:30:00+00:00,ruido,,23,0.0,0.0349,0.1364,-0.4711,0.4711,0.0015,0.0755,0.2667,-0.2333,0.1256,0.0755,0.0,0.0045,0.0089,-0.0167,0.0004,0.0045,-0.0,0.0003,0.0008,-0.0009,0.0,0.0003,3,3,0.0455,0.0455,0.000482,0.004444,0.0,0.001245,0.2662,661.854,60.169,661.854,28.776,1.0028,0.9972,666451.0,0.1256,0.0004,170.224,0.0755,0.0,0.6784,0.2124,0.1178,1.4303,0.833,1.7701,0.010145,0.009316,0.3842,-0.154,-0.0033,-0.006,3.4176,170.0,0.0,0.0,4.1917,16.5793,170.0,0.0087,0,0,1,0.0,0.0,0.0,177.0,169.0,-0.4711,-0.5329,-0.5477,-0.4436,0.4711,0.5329,0.4348,0.5492,0.0,-0.4898,-0.5344,-0.3718,60.0,0.0,0.0,0.0,90.0,90.0,90.0,90.0,7.0,0.0,2.2,-0.0,661.854,0.0114,0.1685,0.0,0.5492,2.5318
349,332,2026-06-14 15:55:00+00:00,2026-06-14 16:14:00+00:00,ruido,,39,-0.1579,0.0545,0.6842,-0.2778,0.2778,0.0202,0.9385,4.3667,-3.6,33.4878,0.9388,-0.0,0.045,0.1456,-0.1456,0.075,0.045,0.0001,0.0023,0.008,-0.0097,0.0002,0.0023,26,32,0.1579,0.3158,0.004599,0.06,0.0,0.010635,4.4644,1346.123,70.849,58.527,34.516,1.1806,0.847,533097.0,33.4878,0.075,116.915,0.9388,6.3e-05,1.6018,0.8115,0.3586,0.7052,0.7611,1.8973,0.002564,0.005021,0.8262,0.5296,-0.0116,-0.119,3.6433,114.0,9.0,23.0,-3.1582,10.0884,118.667,0.2505,1,3,0,30.0,6.311,0.053,135.0,0.0,-0.2778,-0.2902,-0.2733,-0.3096,0.2778,0.2902,0.2488,0.3119,0.0,-0.2427,-0.2496,-0.2207,210.0,60.0,510.0,450.0,360.0,450.0,450.0,1110.0,4.0,108.0,17.571,9.286,58.5271,1.7625,0.2529,0.0086,0.3119,1.338
350,340,2026-06-15 03:31:00+00:00,2026-06-15 03:47:00+00:00,ruido,,33,0.1562,0.94,0.3125,-0.9914,0.9914,0.0115,0.0271,0.1,0.0,0.0278,0.0295,0.0,0.0014,0.0033,-0.0033,0.0001,0.0014,-0.0,0.0001,0.0001,-0.0002,0.0,0.0001,10,13,0.1562,0.0,0.000404,0.001111,0.0,0.000356,0.3663,960.416,60.026,87.311,29.104,1.0004,0.9996,222053.0,0.0278,0.0001,82.03,0.0295,0.0,2.3527,-0.0,0.3234,0.1674,1.0,1.8343,0.00101,0.002752,0.9258,0.8949,0.7381,0.6387,2.2259,82.0,3.0,5.0,-0.2191,-1.1001,82.074,0.0383,0,0,4,0.0,0.0,0.0,87.0,76.0,-0.9914,-0.984,-0.9868,-0.9822,0.9914,0.984,0.9817,0.9575,0.0,-0.7757,-0.8156,-0.92,930.0,0.0,60.0,390.0,600.0,540.0,540.0,930.0,0.0,0.0,0.914,0.914,87.3105,0.0017,0.0541,0.1468,0.9914,0.3071
351,345,2026-06-15 15:06:00+00:00,2026-06-15 15:10:00+00:00,ruido,,9,0.0,0.0632,0.375,-0.7602,0.7602,0.0083,0.0682,0.1667,-0.1,0.0378,0.0687,-0.0,0.0042,0.0056,-0.0089,0.0001,0.0042,-0.0,0.0003,0.0004,-0.0005,0.0,0.0003,3,3,0.125,0.125,0.00077,0.002778,0.0,0.000978,0.1663,240.563,60.141,120.282,26.729,1.0023,0.9977,125097.0,0.0378,0.0001,117.897,0.0687,0.0,1.2244,0.4444,0.6931,1.0,0.8238,2.1133,0.007407,0.009175,0.5189,-0.1266,-0.0033,-0.0082,1.8898,118.0,0.0,0.0,0.7193,0.7593,117.714,0.0116,0,0,1,0.0,0.0,0.0,121.0,116.0,-0.7602,-0.8407,-0.8299,-0.7582,0.7602,0.8407,0.716,0.9019,0.0,-0.7753,-0.8214,-0.5779,60.0,0.0,0.0,0.0,90.0,90.0,90.0,90.0,3.0,0.0,-0.0,-0.0,120.2815,0.0095,0.6931,0.0,0.9019,2.1133
